8, 4.
11, 4.
8, 4.
7, 8.
7, 3.
8, 3.
8, 5.
8, 4.
15, 3.
7, 7.
7, 4.
7, 4.
8, 4.
9, 4.
9, 4.
10, 6.
10, 4.
8, 5.
7, 3.
7, 4.
10, 5.
7, 8.
7, 7.
7, 4.
8, 3.
8, 3.
9, 4.
10, 5.
8, 5.
9, 4.
10, 5.
8, 4.
8, 6.
9, 6.
9, 3.
7, 5.
7, 4.
8, 5.
10, 5.
9, 4.
9, 6.
8, 4.
8, 8.
7, 3.
9, 4.
7, 5.
7, 7.
8, 4.
8, 4.
